0c208ae9181e5e5717e47ec1bd59368aebc6066e,DELETE,regular-file,NCCSOP.Server/bin/Debug/net9.0/appsettings.Development.json,119,
936bb5f0a622a00a985bffcb6a98783d8d1ad403,DELETE,regular-file,NCCSOP.Server/bin/Debug/net9.0/appsettings.json,347,
